Airport IATA,Year,Month,Delay Date,Efficiency Factor,Carrier Delay Percentage,Weather Delay Percentage,NAS Delay Percentage,Security Delay Percentage,Late Aircraft Delay Percentage
PIT,2015,10,201510,91.23,46.4,0,0,0,53.6
STL,2015,10,201510,98.08,11,0,0,0,89
DSM,2015,10,201510,94.86,17,0,32.22,0,50.67
SGF,2015,10,201510,92.24,32.2,11.12,19.72,0,36.96
MHK,2015,10,201510,94.04,33.78,25.67,27.56,0,12.89
CMI,2015,10,201510,94.66,36.36,15.18,1.55,0,46.91
GRR,2015,10,201510,93.2,40.14,6.07,33.64,0,20.14
SPS,2015,10,201510,91.38,57.4,9.3,20.3,0,13
FSM,2015,10,201510,92.31,50,0,50,0,0
ABQ,2015,10,201510,84.21,45.56,0,22.44,0,31.89
LCH,2015,10,201510,90.59,25.25,12.5,39.13,0,23.13
XNA,2015,10,201510,81.82,38.99,5.07,23.16,0,32.79
OMA,2015,10,201510,90.48,33.63,0,33,0,33.38
MSN,2015,10,201510,92,49.5,3.21,30.71,0,16.57
CVG,2015,10,201510,91.28,35.51,10.33,32.38,0,21.77
MIA,2015,10,201510,87.1,41.39,1.07,41.57,0,15.98
MDT,2015,10,201510,95.24,51.75,0,7,0,41.25
CID,2015,10,201510,90.59,30.06,0,34.44,0,35.5
SJT,2015,10,201510,89.19,37.19,9.25,36,0,17.56
SAF,2015,10,201510,90.32,41.67,16.67,41.67,0,0
LIT,2015,10,201510,85.97,52.9,2.33,14.69,0,30.08
DRO,2015,10,201510,91.3,49.63,27.38,13.38,0,9.75
LFT,2015,10,201510,86.44,30.06,1.81,32.25,5.5,30.44
ABI,2015,10,201510,90.05,31.05,25.7,16.35,0,26.9
GRK,2015,10,201510,91.01,59.62,12.13,19.88,0,8.25
CRP,2015,10,201510,83.33,21.94,9.44,53.56,0,15.06
ICT,2015,10,201510,75,56,0,0,0,44
RIC,2015,10,201510,88.67,12.76,0.9,25.66,0,60.66
JAN,2015,10,201510,81.82,27,19.88,25.06,0,28.06
BTR,2015,10,201510,92,51.5,0,23,0,25.5
BNA,2015,10,201510,81.66,33.66,0.03,25.42,1.11,39.78
RDU,2015,10,201510,84.13,35.6,0,5.7,0,58.7
BMI,2015,10,201510,94.67,47.13,12.5,15.63,0,24.75
PIA,2015,10,201510,95.39,57.14,1,2.29,0,39.71
ELP,2015,10,201510,97.06,34,0,66,0,0
MAF,2015,10,201510,76.67,24.86,0,37.43,0,37.71
AMA,2015,10,201510,94.87,96.5,0,3.5,0,0
EWR,2015,10,201510,82.73,19.26,0,47.47,4.74,28.53
JAX,2015,10,201510,93.33,17.67,0,33.33,0,49
MEM,2015,10,201510,95.5,45.6,0,0.8,0,53.6
HSV,2015,10,201510,93.55,31.5,0,50,0,18.5
FSD,2015,10,201510,89.47,8.83,0,34.67,0,56.5
MLI,2015,10,201510,90.91,19.56,12.88,29.88,0,37.75
DAY,2015,10,201510,96.69,40,25,10,0,25
AEX,2015,10,201510,85.96,28.5,20.88,42.63,0,8
HPN,2015,10,201510,86.21,59.92,0,17.33,0,22.75
GJT,2015,10,201510,87.78,34.64,10,38.64,0,16.82
BWI,2015,10,201510,92.62,41.91,0,18.45,0,39.55
OKC,2015,10,201510,85.59,49.09,5.7,16.88,0,28.33
CLE,2015,10,201510,88.5,49,0.09,3.87,0,47.04
MGM,2015,10,201510,84.09,33.43,16.5,42.21,0,7.86
MSP,2015,10,201510,100,0,0,0,0,0
CWA,2015,10,201510,91.57,31,0,15.86,0,53.14
BUF,2015,10,201510,89.29,40.33,0,5,0.42,54.25
DTW,2015,10,201510,76.74,29.77,0,30.5,0.97,38.75
LGA,2015,10,201510,72.74,15.18,0.75,47.42,0,36.65
FNT,2015,10,201510,94.32,80,0,3.4,0,16.6
DBQ,2015,10,201510,91.95,32.57,0,5.14,0,62.29
FAR,2015,10,201510,94.31,64.43,0,21.29,0,14.43
IND,2015,10,201510,96.86,53.43,5.57,16.14,0,24.86
CHO,2015,10,201510,67.74,18,0,28.1,0,53.8
JFK,2015,10,201510,85.71,20.68,0.82,39.73,0,38.77
BRO,2015,10,201510,100,0,0,0,0,0
TYR,2015,10,201510,96.15,52,0,48,0,0
LBB,2015,10,201510,74.07,40.14,14.29,15.43,0,30.14
COU,2015,10,201510,87.8,42.27,18.33,12.93,0,26.47
CMH,2015,10,201510,85.25,21.41,1.85,19.41,0,57.33
GRB,2015,10,201510,90.68,42.82,0,10.91,0,46.36
EVV,2015,10,201510,95.74,41.67,5,1,0,52.33
ALO,2015,10,201510,92.86,47.5,0,27.5,0,25
ROW,2015,10,201510,85.23,33.85,8.31,38.85,0,19
GSO,2015,10,201510,71.15,14.47,0,37.47,0,48.07
GCK,2015,10,201510,91.94,20,19.6,26,0,34.6
PNS,2015,10,201510,93.55,20,50,0,0,30
MQT,2015,10,201510,96.15,100,0,0,0,0
AZO,2015,10,201510,93.28,40.75,12.5,2.13,0,44.75
BDL,2015,10,201510,93.33,8,0,50,0,42
FWA,2015,10,201510,93.92,53.09,24.73,10.91,0,11.18
ATL,2015,10,201510,93.55,79.5,0,20.5,0,0
DCA,2015,10,201510,100,0,0,0,0,0
BIS,2015,10,201510,93.55,67.5,0,23.25,0,9.25
LRD,2015,10,201510,80.7,45.91,10.91,26.27,0,16.91
GGG,2015,10,201510,91.67,26.8,20,53.2,0,0
TUL,2015,10,201510,87.64,42.36,5.64,27.73,0,24.18
GRI,2015,10,201510,91.23,14,59.4,9.8,0,16.8
LSE,2015,10,201510,93.48,37.17,0,24.17,0,38.67
LEX,2015,10,201510,97.73,50,0,50,0,0
SYR,2015,10,201510,93.44,36.75,0,20.38,0,42.88
RAP,2015,10,201510,89.09,33.5,12.83,36.5,0,17.17
MOB,2015,10,201510,81.82,26.56,0.63,42.25,0,30.56
GSP,2015,10,201510,96.3,0,0,100,0,0
HOU,2015,10,201510,91.27,28.64,10.27,47.64,0,13.55
SUX,2015,10,201510,94.74,33.33,0,0,0,66.67
ROC,2015,10,201510,87.64,42.27,0,11,0,46.73
MKE,2015,10,201510,83.33,27.25,21.75,6.25,0,44.75
RST,2015,10,201510,93.5,35.75,0,25.62,0,38.5
VPS,2015,10,201510,100,0,0,0,0,0
TOL,2015,10,201510,97.73,0,0,25,0,75
LAW,2015,10,201510,90.32,66.67,0,22.67,0,10.67
GNV,2015,10,201510,89.47,65.5,0,2,0,32.5
CHA,2015,10,201510,96.77,100,0,0,0,0
EYW,2015,10,201510,92.59,50,50,0,0,0
SDF,2015,10,201510,90.32,52,0,0,0,48
TLH,2015,10,201510,95,100,0,0,0,0
SAV,2015,10,201510,57.14,43,0,43.67,0,13.33
BHM,2015,10,201510,85.25,68.44,5.89,9.33,0,16.44
FLL,2015,10,201510,81.61,6.21,0,91.54,0,2.24
MCO,2015,10,201510,81.34,6.18,0,84.62,0,9.21
BWI,2015,10,201510,80.49,4.77,0,87.14,0,8.09
ATL,2015,10,201510,71.14,3.17,0,91.72,0.42,4.68
BOS,2015,10,201510,82.26,1.36,0,87.52,0,11.14
DFW,2015,10,201510,76.71,2.33,0.08,90.63,0.06,6.9
LGA,2015,10,201510,80.65,1.39,0.88,96.26,0,1.47
MSP,2015,10,201510,78.48,3.57,0,93.68,0,2.75
LAS,2015,10,201510,78.82,3.67,0.48,89.71,0,6.14
CLE,2015,10,201510,83.39,4.4,0,84.31,0.78,10.51
TPA,2015,10,201510,73.33,2.62,0,95.6,0,1.79
LAX,2015,10,201510,80.74,9.54,0,85.32,0,5.14
DTW,2015,10,201510,78.1,3.25,0,90.77,0,5.99
OAK,2015,10,201510,84.52,0.88,0,90.96,0,8.13
IAH,2015,10,201510,66.61,4.97,0,91.85,0.35,2.83
ORD,2015,10,201510,76.95,3.68,0,91.94,0,4.37
PHL,2015,10,201510,77.42,4.71,0,87.46,0,7.8
MSY,2015,10,201510,77.42,2.29,0,94.86,0,2.86
RSW,2015,10,201510,79.13,8.33,0,87.88,0,3.79
MYR,2015,10,201510,85.29,7.94,0,85.59,0,6.45
ACY,2015,10,201510,85.08,11.49,0,87.89,0,0.62
IAG,2015,10,201510,90.91,0,0,100,0,0
PDX,2015,10,201510,72.58,0,0,100,0,0
SAN,2015,10,201510,86.56,12.8,0,79.08,0,8.12
MCI,2015,10,201510,75.97,5.06,0,83.52,0,11.42
LBE,2015,10,201510,82.91,13.25,5,72,0,9.75
DEN,2015,10,201510,87.7,11.49,0,86.31,0,2.21
PHX,2015,10,201510,83.33,0,0,100,0,0
LAX,2015,10,201510,84.88,15.54,0.95,35.34,0.03,48.15
SLC,2015,10,201510,92.89,32.19,1.44,23.88,0.36,42.12
FAT,2015,10,201510,89.92,33.42,0,15.72,0,50.87
SAN,2015,10,201510,88.94,31.4,0,14.6,0,54
RNO,2015,10,201510,83.68,18.74,0,20.55,0,60.71
SMF,2015,10,201510,89.34,38.63,0.86,12.32,0,48.18
SJC,2015,10,201510,94.91,41.14,2.93,20.79,0,35.14
CHO,2015,10,201510,93.33,83.88,0,6.75,0,9.38
ORD,2015,10,201510,84.77,14.49,0.84,37.09,0.12,47.46
ICT,2015,10,201510,90,49.45,0,30.86,0,19.68
MKE,2015,10,201510,87.17,35.98,0,26.69,0,37.33
YUM,2015,10,201510,89.27,28.26,0,36.26,0,35.47
PHX,2015,10,201510,87.46,31.82,3.41,26.6,0.56,37.6
SBP,2015,10,201510,82.33,28.68,4.5,13.45,0,53.34
DRO,2015,10,201510,84.88,37.15,0,24.77,0,38.08
BFL,2015,10,201510,88.52,31.9,3.48,26.38,0,38.24
FLG,2015,10,201510,76.58,25.19,0,43.35,0,31.49
MRY,2015,10,201510,81.33,23.96,4.44,20.44,0,51.16
PSP,2015,10,201510,86.36,31.09,0,20.32,0,48.6
GJT,2015,10,201510,88.08,31.17,5.56,39.83,0,23.44
TUS,2015,10,201510,87.61,30.65,1.09,20.55,1.93,45.77
FWA,2015,10,201510,100,0,0,0,0,0
SBA,2015,10,201510,86.7,19.75,0.37,20.37,1.03,58.48
SFO,2015,10,201510,81.97,12.18,0.7,40.62,0,46.5
SNA,2015,10,201510,84.51,41.97,0,26.67,3.03,28.3
LAN,2015,10,201510,92.24,42.44,0,16.33,0,41.22
MSP,2015,10,201510,86.7,20.34,1.84,43.42,0.36,34.04
IAH,2015,10,201510,82.88,21.78,1.44,43.24,0.08,33.46
ABQ,2015,10,201510,86.59,40.73,0,20.48,0,38.76
SEA,2015,10,201510,86.13,21.6,2.66,36.98,0,38.76
BNA,2015,10,201510,81.75,37.22,0,28.13,0,34.65
MOT,2015,10,201510,89.91,43.36,4.55,14.73,0,37.36
DFW,2015,10,201510,79.56,28.36,2.41,48,0,21.23
PDX,2015,10,201510,92.16,27.49,1.62,24.08,0,46.81
DEN,2015,10,201510,86.69,23.48,2.31,38.96,0.17,35.08
ELP,2015,10,201510,80.49,25.08,0,31.5,0,43.42
OKC,2015,10,201510,81.98,40.76,0,35.29,0,23.96
SYR,2015,10,201510,92.59,45.5,0,54.5,0,0
EUG,2015,10,201510,86.28,35.13,6.2,22.27,0,36.4
MCI,2015,10,201510,81.82,32.81,0,28.72,0,38.47
MFR,2015,10,201510,86.42,27.15,3.03,25.15,0,44.7
BOI,2015,10,201510,84.98,37.61,0,24.35,0,38.04
OAK,2015,10,201510,86.75,42.55,0,11.1,0,46.35
HLN,2015,10,201510,90.07,23.5,0,13.36,0,63.14
LAS,2015,10,201510,79.2,30.53,2.13,41.53,0,25.81
COS,2015,10,201510,82.17,26.26,0.56,36.1,0,37.07
TUL,2015,10,201510,80.29,24.74,0,35.7,0,39.56
MSO,2015,10,201510,92.91,58.67,21.56,14.33,0,5.56
CMH,2015,10,201510,84.78,31.21,7.14,47.57,0,14.07
GRR,2015,10,201510,82.35,25.81,1.29,34.71,0,38.19
DSM,2015,10,201510,71.62,39.9,0,42.67,0,17.43
BIS,2015,10,201510,89.47,35.18,0,20.73,0,44.09
RDM,2015,10,201510,85.5,33.66,0,15.31,0.72,50.31
DVL,2015,10,201510,93.75,0,0,2.67,0,97.33
JMS,2015,10,201510,92,46.33,0,22.33,0,31.33
MKG,2015,10,201510,83.87,37.6,0,45.2,0,17.2
ONT,2015,10,201510,84.08,34.16,0,15.79,0,50.05
ISN,2015,10,201510,92.78,31.43,0,28.36,0,40.21
DAY,2015,10,201510,81.44,37.65,0,49.1,0,13.23
FSD,2015,10,201510,88.83,55.91,0,23.14,0,20.95
ATL,2015,10,201510,87.53,49.98,0,18.49,2.13,29.4
SBN,2015,10,201510,86.14,37.82,1.84,20.88,0,39.45
GTF,2015,10,201510,92.63,42.14,0,7.43,0,50.43
RAP,2015,10,201510,90.26,32.93,19.13,21.27,0,26.6
XNA,2015,10,201510,86.59,39.14,0,24.05,0,36.77
MBS,2015,10,201510,82.73,35,0,22.21,0,42.79
DCA,2015,10,201510,82.47,30.59,0,42.07,0,27.33
SAV,2015,10,201510,100,0,0,0,0,0
LNK,2015,10,201510,89.74,23.13,0,14.69,0,62.13
CPR,2015,10,201510,94.24,19,11.13,20.75,0,49.13
GEG,2015,10,201510,87.36,44.13,4.35,28,0,23.48
LSE,2015,10,201510,89.19,12.75,0,70,0,17.25
FAR,2015,10,201510,85.92,35.75,0,35.75,0,28.5
GFK,2015,10,201510,89.89,39.78,0,42.67,0,17.56
GRB,2015,10,201510,81.9,44.62,0,35.95,0,19.43
DTW,2015,10,201510,88.27,26.99,2.2,29.24,0.2,41.36
CVG,2015,10,201510,80.59,34.07,0.99,41.42,0,23.52
HYS,2015,10,201510,90.57,68.8,0,0,0,31.2
PAH,2015,10,201510,90.32,23.83,0,35.33,0,40.83
CHS,2015,10,201510,68.09,38.27,0,45.23,0,16.53
ALB,2015,10,201510,83.33,100,0,0,0,0
BUF,2015,10,201510,85.71,13,0,75,0,13
RDU,2015,10,201510,74.32,31.63,0,26.53,0,41.84
CLE,2015,10,201510,80.95,30.63,0,42.25,0,27.19
FCA,2015,10,201510,93.5,38.75,0,27.5,0,33.75
ATW,2015,10,201510,87.12,40.24,0,41.06,0,18.71
MLI,2015,10,201510,83.33,98,0,2,0,0
SHV,2015,10,201510,66.67,29.27,9.09,59.36,0,2.27
CIU,2015,10,201510,87.72,24.29,2.29,17,0,56.43
CLT,2015,10,201510,79.65,23.35,0,35,0,41.65
DLH,2015,10,201510,87.7,45.48,0,34.35,0,20.17
MSY,2015,10,201510,66.67,48.86,14.29,24.43,0,12.43
SAT,2015,10,201510,81.18,50.42,0,35.29,0,14.29
ACV,2015,10,201510,76.23,18.24,7.9,35.07,0,38.79
BZN,2015,10,201510,91.52,25.29,0,39.86,0,34.86
SGF,2015,10,201510,89.66,25.83,0,4,0,70.17
STL,2015,10,201510,82.39,41.18,0,36.96,3.5,18.36
EAU,2015,10,201510,80.65,46.92,0,30.33,0,22.75
SDF,2015,10,201510,88.89,25,0,75,0,0
EKO,2015,10,201510,92.45,75,0,11.25,0,13.75
GCC,2015,10,201510,92.05,63.86,12.29,1.57,0,22.43
AUS,2015,10,201510,85.14,53.97,0,31.48,0,14.55
CMX,2015,10,201510,88.71,67.57,0,17.57,0,15
BDL,2015,10,201510,83.33,71.18,0,9.09,0,19.73
FNT,2015,10,201510,92.86,25,0,1.5,0,73.5
BUR,2015,10,201510,87.03,40.71,0,12.67,0,46.63
JAX,2015,10,201510,73.33,24.25,0,25.87,0,49.88
MSN,2015,10,201510,83.33,43.44,0,19.56,0,37.04
AVL,2015,10,201510,73.2,42.62,7.69,29.19,0,20.5
LAR,2015,10,201510,92.45,50,0,0,0,50
OMA,2015,10,201510,90.53,51.19,0,44.88,0,3.94
SUN,2015,10,201510,95.16,97.67,0,0,0,2.33
SGU,2015,10,201510,89.16,49,0,19.5,0,31.55
MAF,2015,10,201510,90.63,34.67,0.53,18.33,0,46.47
LEX,2015,10,201510,86.67,29.6,0,60,0,10.4
PIA,2015,10,201510,86.49,35.9,0,34.4,0,29.8
CDC,2015,10,201510,94.34,46,0,29.33,0,24.33
COD,2015,10,201510,93.55,47,0,53,0,0
LIT,2015,10,201510,81.25,28.71,0,44.24,2.62,24.43
CRP,2015,10,201510,84.31,12.38,0,32.25,0,55.38
FWA,2015,10,201510,88.18,26.76,0,25.86,0,47.38
TVC,2015,10,201510,82.14,28,0,6.2,0,65.8
CID,2015,10,201510,88.44,44.22,2.78,32.78,0,20.22
SPI,2015,10,201510,86.02,29.38,0,28.46,0,42.08
APN,2015,10,201510,94.34,32.67,0,0.67,0,66.67
ESC,2015,10,201510,96.23,50,0,3,0,47
BJI,2015,10,201510,93.55,53.25,0,13.25,0,33.5
BRD,2015,10,201510,92.45,40.5,0,3.75,0,55.75
BTM,2015,10,201510,93.55,22.75,0,36.75,0,40.5
BIL,2015,10,201510,94.29,30.5,0,22.83,0,46.67
CAK,2015,10,201510,91.3,46,0,0,0,54
TYS,2015,10,201510,83.33,48,0,52,0,0
BHM,2015,10,201510,81.9,34.62,0,37.24,0,28.14
RKS,2015,10,201510,89.47,43.33,0,6.67,0,50
AMA,2015,10,201510,79.41,43.14,0,20.43,0,36.43
CRW,2015,10,201510,83.33,0,0,100,0,0
MFE,2015,10,201510,70,19.33,0,75,0,5.67
IDA,2015,10,201510,90.55,27,0,19.26,0,53.74
PLN,2015,10,201510,87.1,12.5,0,37.5,0,50
OTH,2015,10,201510,61.11,32.21,0,25.79,0,42.07
JAC,2015,10,201510,86.3,43.5,19.2,0,0,37.3
BRO,2015,10,201510,89.19,49,0,20.25,0,30.75
ORF,2015,10,201510,70.73,41.08,8.33,49.83,0,0.67
LGB,2015,10,201510,90.43,48.18,6.09,27.09,0,18.64
MEM,2015,10,201510,82.52,52.56,0,6.56,0,40.83
PSC,2015,10,201510,88.82,16.24,0,21.82,0,61.94
ASE,2015,10,201510,89.83,50,0,0.17,0,49.83
MIA,2015,10,201510,86.36,25.33,0,67.67,0,7
PIT,2015,10,201510,77.27,22,0,60.4,0,17.6
HDN,2015,10,201510,80,75,0,7.75,0,17.25
SMX,2015,10,201510,85.48,30.89,0,1.67,0,67.44
LBB,2015,10,201510,64.91,19.45,2.8,30.2,0,47.5
PIH,2015,10,201510,96.49,2.5,0,97.5,0,0
MTJ,2015,10,201510,85.71,0,0,0,0,100
INL,2015,10,201510,86.79,14.29,0,2.43,0,83.29
TWF,2015,10,201510,93.1,17.33,0,79.67,0,3.17
IMT,2015,10,201510,94.74,66.67,0,1,0,32.33
RHI,2015,10,201510,95.51,75,0,23.5,0,1.5
HIB,2015,10,201510,85.71,45.67,16.42,14.25,0,23.67
ABR,2015,10,201510,84.51,40.45,0,16.64,0,42.82
BMI,2015,10,201510,100,0,0,0,0,0
LWS,2015,10,201510,98.11,33,0,67,0,0
LGA,2015,10,201510,100,0,0,0,0,0
PHL,2015,10,201510,75,40,0,33.8,0,26.2
DIK,2015,10,201510,98.36,76,0,0,0,24
RIC,2015,10,201510,82.76,46.8,0,53.2,0,0
IND,2015,10,201510,84,43.25,7.75,27,0,22.25
MOB,2015,10,201510,66.67,0,0,100,0,0
RDD,2015,10,201510,77.42,24.07,0,19.14,0,56.71
AZO,2015,10,201510,100,0,0,0,0,0
JNU,2015,10,201510,77.42,22.14,14.29,20.71,0,42.86
LFT,2015,10,201510,100,0,0,0,0,0
SFO,2015,10,201510,80.65,84,0,0,0,16
SAN,2015,10,201510,77.42,100,0,0,0,0
SMF,2015,10,201510,80.65,42.83,0,0,0,57.17
SEA,2015,10,201510,88.71,57.14,0,0,0,42.86
PDX,2015,10,201510,90.32,100,0,0,0,0
PHX,2015,10,201510,70.97,87.89,0,2.67,0,9.56
BOS,2015,10,201510,90.48,50,0,39.5,0,10.5
SFO,2015,10,201510,87.87,35.76,0.74,32.9,0,30.61
LAX,2015,10,201510,85.51,40.48,0.73,29.71,0,29.08
IAH,2015,10,201510,88.84,35.62,1.57,34.82,0,27.99
PHX,2015,10,201510,83.45,45.74,0.09,21.93,0,32.24
TPA,2015,10,201510,84.11,46.17,1.6,20.6,0,31.62
EWR,2015,10,201510,87.03,25.57,1.4,46.88,0,26.15
CLE,2015,10,201510,93.23,47.65,1.47,8.44,0,42.41
BZN,2015,10,201510,88.52,45.14,0,16.14,0,38.71
DEN,2015,10,201510,89.18,34.85,2.6,35.73,0,26.82
MCO,2015,10,201510,88.3,54.18,1.85,18.93,0,25.05
BOS,2015,10,201510,88.07,34.87,2.92,32.04,0,30.17
FLL,2015,10,201510,87.68,40.53,1.53,11.41,0,46.55
LAS,2015,10,201510,87.37,38.38,1.23,24.72,0,35.67
OGG,2015,10,201510,89.94,78.06,0,11.18,0,10.76
SMF,2015,10,201510,85.59,45,0.47,24.06,0,30.47
IAD,2015,10,201510,89.56,40.94,1.5,27.87,0,29.69
SAN,2015,10,201510,89.14,45.95,3.06,10.75,0,40.24
AUS,2015,10,201510,90.56,35.45,2.53,34.47,0,27.57
ORD,2015,10,201510,90.76,38.33,2.45,24.9,0,34.31
RNO,2015,10,201510,83.61,38.5,0,14.9,0,46.6
PHL,2015,10,201510,85.16,36.25,0.53,43.05,0,20.19
SNA,2015,10,201510,91.79,49.1,0.7,17.45,0,32.77
HNL,2015,10,201510,82.87,59.93,0.41,17.3,0,22.38
MIA,2015,10,201510,87.32,47.67,2.17,15.53,0,34.64
SRQ,2015,10,201510,82.86,37.5,0,26.33,0,36.33
DCA,2015,10,201510,89.46,28.63,1.06,46.63,0,23.67
MFE,2015,10,201510,81.25,67.78,0,12.33,0,19.78
SEA,2015,10,201510,85.09,33.17,1.38,27.18,0,38.28
ITO,2015,10,201510,95.65,33,0,67,0,0
MSP,2015,10,201510,90.78,50,0,24.56,0,25.41
KOA,2015,10,201510,84.91,69.75,0,14.06,0,16.25
SJC,2015,10,201510,86.76,27.17,0.22,13.89,0,58.72
PBI,2015,10,201510,81.54,53.96,0.96,7.54,0,37.54
PSP,2015,10,201510,86.49,47.6,0,1.2,0,51
ATL,2015,10,201510,89.63,44.46,0.08,22.72,0,32.74
BWI,2015,10,201510,87.25,44.13,0,26.79,0,29.08
DFW,2015,10,201510,78.83,43.91,1.65,24.93,0,29.51
DTW,2015,10,201510,89.81,39.36,8.36,40.82,0,11.36
ABQ,2015,10,201510,88.79,85.25,0,12.58,0,2.17
MSY,2015,10,201510,88.63,55.59,0.88,12,0,31.52
LGA,2015,10,201510,80.75,23.72,0,61.24,0,15.05
PDX,2015,10,201510,86.55,42.39,2.62,14.65,0,40.35
OKC,2015,10,201510,88.89,31.6,0,1.8,0,66.6
ROC,2015,10,201510,78.69,59.31,0,10,0,30.69
PIT,2015,10,201510,92.34,33.22,0,36.22,0,30.56
CLT,2015,10,201510,96.15,14.5,0,2.5,0,83
GEG,2015,10,201510,92.98,35.25,0,0,0,64.75
BNA,2015,10,201510,85.11,47.36,0,21.36,0,31.29
BOI,2015,10,201510,88.68,35,0,16.67,0,48.33
ALB,2015,10,201510,80.7,47.73,0,3.09,0,49.18
SAT,2015,10,201510,89.47,34.29,2.96,23.93,0,38.82
RDU,2015,10,201510,87.31,35.24,0,26.12,0,38.64
ANC,2015,10,201510,80.7,67.36,0,10.27,0,22.36
RSW,2015,10,201510,91.52,42.07,2.14,17,0,38.79
DSM,2015,10,201510,79.03,68.38,7.54,2.46,0,21.69
LIH,2015,10,201510,88.37,70.5,0,6.5,0,23
OMA,2015,10,201510,89.38,36.33,7.33,21.58,0,34.75
SLC,2015,10,201510,94.85,30.71,0,43.57,0,25.71
BDL,2015,10,201510,91.03,33.57,0,25.43,0,40.86
BTV,2015,10,201510,83.87,40.4,0,41.4,0,18.2
MDT,2015,10,201510,86.27,18.14,0,46.29,0,35.57
ICT,2015,10,201510,86.84,36.6,0,33.2,0,30.2
CMH,2015,10,201510,90.59,54.25,0,6,0,39.75
BIL,2015,10,201510,96.97,50,0,0,0,50
IND,2015,10,201510,86.83,33.68,0,23.32,0,43
MCI,2015,10,201510,81.71,47.2,0,33,0,19.8
ORF,2015,10,201510,80.77,26.8,0,46.4,0,27
GRR,2015,10,201510,76.06,41.76,0,18.71,0,39.53
TUL,2015,10,201510,95.92,47,0,53,0,0
MSN,2015,10,201510,86.11,23.5,0,30,0,46.5
TUS,2015,10,201510,100,0,0,0,0,0
BUF,2015,10,201510,83.78,46.67,0,30,0,23.25
RIC,2015,10,201510,80.65,37.5,0,20.5,0,42
MEM,2015,10,201510,93.88,12.67,0,0,0,87.33
JAX,2015,10,201510,80,43.8,0,49.2,0,7
STL,2015,10,201510,81.25,43.33,0,12.67,0,44
CHS,2015,10,201510,100,0,0,0,0,0
JAC,2015,10,201510,87.5,80.5,0,1.5,0,18
PVD,2015,10,201510,88,87.67,0,12.33,0,0
JFK,2015,10,201510,84.27,31.76,6.11,36.98,0,25.16
PBG,2015,10,201510,69.23,0,0,100,0,0
LAX,2015,10,201510,86.53,20.19,3.38,25.34,0,51.08
SFO,2015,10,201510,85.38,20.28,2.37,35.26,0,42.08
JFK,2015,10,201510,82.39,19.9,8.61,49.14,1.75,20.63
EWR,2015,10,201510,87.13,14.86,11.23,57.82,0,16.09
SEA,2015,10,201510,81.44,18.94,11.19,25.61,0,44.22
ORD,2015,10,201510,80.14,24.41,4.24,34.79,0,36.55
AUS,2015,10,201510,71.75,25.32,4.8,23.7,1.44,44.74
PDX,2015,10,201510,83.87,0,0,7.6,0,92.4
LAS,2015,10,201510,78.8,11.32,3.29,29.56,1.28,54.54
DCA,2015,10,201510,81.74,25.05,3.48,47.95,0,23.52
MCO,2015,10,201510,90.32,43.33,36,21,0,0
FLL,2015,10,201510,89.89,24.67,21.78,35.78,0,17.78
BOS,2015,10,201510,88.73,33.13,15.5,27.25,0,24.13
DAL,2015,10,201510,82.1,35.99,0.23,22.23,1.03,40.53
PSP,2015,10,201510,88.89,50,0,0,0,50
IAD,2015,10,201510,82,29.56,22.81,26.41,0,21.22
SAN,2015,10,201510,89.83,32.11,5.17,10.89,0,51.83
LGA,2015,10,201510,69.09,32.06,6.03,39.68,0,22.21
BOS,2015,10,201510,87.44,27.52,7.58,23.82,0.81,40.27
BUF,2015,10,201510,88.57,43.61,0,14.84,0,41.55
BUR,2015,10,201510,89.76,33.38,0,11.79,0.13,54.7
BWI,2015,10,201510,89.44,30.08,2.61,26.23,0.03,41.05
CAK,2015,10,201510,83.12,26.35,0,13.93,0,59.73
CHS,2015,10,201510,80.56,31.33,0.49,31.39,1.84,34.94
CLE,2015,10,201510,89.2,50.72,0,6.26,0,43
CLT,2015,10,201510,78.45,35.23,0,45.59,0,19.18
CMH,2015,10,201510,90.72,43.92,0.89,10.65,0,44.54
CRP,2015,10,201510,81.58,32.24,0,4.76,0,63
DAL,2015,10,201510,87.73,25.12,3.45,31.58,0,39.85
HOU,2015,10,201510,87.42,29.32,4.5,23.52,0,42.65
HRL,2015,10,201510,82.56,30.73,0.07,20.37,0,48.83
IAD,2015,10,201510,84.32,47.14,0,15.55,0,37.31
ICT,2015,10,201510,88.65,47.31,2.94,16.63,0,33.19
IND,2015,10,201510,85.42,39.14,0,16.2,0,44.66
ISP,2015,10,201510,83.33,37.98,0,7.44,0,54.57
JAX,2015,10,201510,83.89,42.47,0,14.95,0,42.59
LAS,2015,10,201510,88.8,24.8,9.44,24.6,0.14,41.01
LAX,2015,10,201510,87.02,27.07,0.15,28.69,0,44.09
LBB,2015,10,201510,81.55,35.34,0,18.95,2.63,43.08
LGA,2015,10,201510,84.41,21.68,14.46,46.27,0,17.59
LIT,2015,10,201510,88.48,39.96,2.43,15.75,0,41.86
MAF,2015,10,201510,84.69,31.66,2.34,21.23,0,44.77
MCI,2015,10,201510,88.34,43.85,1.3,14.28,0,40.57
MCO,2015,10,201510,89.05,46.54,0.97,13.74,0,38.76
ABQ,2015,10,201510,84.99,38.05,0.42,16.15,0,45.38
ALB,2015,10,201510,86.27,48.93,0,10.33,1.33,39.41
