iata,name,year,month,efficiencyFactor
GSP, Greenville-Spartanburg International,2016,5,89.66
AVL, Asheville Regional,2016,5,88.17
DAL, Dallas Love Field,2016,5,87.41
SRQ, Sarasota/Bradenton International,2016,5,86.41
GSO, Piedmont Triad International,2016,5,91.23
ABQ, Albuquerque International Sunport,2016,5,87.9
CAE, Columbia Metropolitan,2016,5,89.8
HSV, Huntsville International-Carl T Jones Field,2016,5,87.61
DAB, Daytona Beach International,2016,5,85.81
VPS, Eglin AFB Destin Fort Walton Beach,2016,5,89.57
BUF, Buffalo Niagara International,2016,5,89.49
RIC, Richmond International,2016,5,86.21
CAK, Akron-Canton Regional,2016,5,83.19
BZN, Bozeman Yellowstone International,2016,5,91.4
MDT, Harrisburg International,2016,5,82.56
TUS, Tucson International,2016,5,87.64
PSC, Tri Cities,2016,5,93.55
TLH, Tallahassee International,2016,5,85.71
PWM, Portland International Jetport,2016,5,92.22
GPT, Gulfport-Biloxi International,2016,5,90.91
HOU, William P Hobby,2016,5,86.76
RNO, Reno/Tahoe International,2016,5,88.51
CHA, Lovell Field,2016,5,91.94
BIS, Bismarck Municipal,2016,5,87.5
TRI, Tri-Cities Regional TN/VA,2016,5,90.32
ECP, Northwest Florida Beaches International,2016,5,90.16
JNU, Juneau International,2016,5,100
FAY, Fayetteville Regional/Grannis Field,2016,5,79.25
FAI, Fairbanks International,2016,5,90.7
OKC, Will Rogers World,2016,5,86.71
ALB, Albany International,2016,5,87.39
SJU, Luis Munoz Marin International,2016,5,85.87
SHV, Shreveport Regional,2016,5,96.15
SJC, Norman Y. Mineta San Jose International,2016,5,87.1
MSN, Dane County Regional-Truax Field,2016,5,89.45
LIH, Lihue Airport,2016,5,83.87
TUL, Tulsa International,2016,5,86.36
MSO, Missoula International,2016,5,96.77
SGF, Springfield-Branson National,2016,5,90.32
CRW, Yeager,2016,5,74.19
XNA, Northwest Arkansas Regional,2016,5,86.57
BMI, Central Illinois Regional,2016,5,87.1
BTR, Baton Rouge Metropolitan/Ryan Field,2016,5,85.71
STT, Cyril E King,2016,5,88.66
TVC, Cherry Capital,2016,5,94.29
ELP, El Paso International,2016,5,85.14
PHF, Newport News/Williamsburg International,2016,5,93.55
MOB, Mobile Regional,2016,5,93.55
ICT, Wichita Dwight D Eisenhower National,2016,5,84.62
ILM, Wilmington International,2016,5,85.25
FSD, Joe Foss Field,2016,5,90.2
LEX, Blue Grass,2016,5,83.7
ROA, Roanoke Blacksburg Regional Woodrum Field,2016,5,96.77
AVP, Wilkes Barre Scranton International,2016,5,90.32
ABE, Lehigh Valley International,2016,5,87.1
EVV, Evansville Regional,2016,5,77.42
PSP, Palm Springs International,2016,5,100
STX, Henry E. Rohlsen,2016,5,100
DFW, Dallas/Fort Worth International,2016,5,81.89
GRK, Robert Gray AAF,2016,5,82.48
GSP, Greenville-Spartanburg International,2016,5,83.01
HOU, William P Hobby,2016,5,73.68
ACT, Waco Regional,2016,5,80.17
LFT, Lafayette Regional Paul Fournet Field,2016,5,89.47
SHV, Shreveport Regional,2016,5,84.08
LAW, Lawton-Fort Sill Regional,2016,5,90.77
VPS, Eglin AFB Destin Fort Walton Beach,2016,5,83.45
ORD, Chicago O'Hare International,2016,5,86.18
TYS, McGhee Tyson,2016,5,82.29
BTR, Baton Rouge Metropolitan/Ryan Field,2016,5,82.33
MAF, Midland International,2016,5,89.13
BHM, Birmingham-Shuttlesworth International,2016,5,82.27
CLL, Easterwood Field,2016,5,88.52
LRD, Laredo International,2016,5,87.62
BPT, Jack Brooks Regional,2016,5,74.19
JLN, Joplin Regional,2016,5,82.26
SPI, Abraham Lincoln Capital,2016,5,82.76
PNS, Pensacola International,2016,5,89.89
TXK, Texarkana Regional-Webb Field,2016,5,75.86
GGG, East Texas Regional,2016,5,94.34
TUL, Tulsa International,2016,5,85.94
LBB, Lubbock Preston Smith International,2016,5,84.09
BRO, Brownsville South Padre Island International,2016,5,90.59
GPT, Gulfport-Biloxi International,2016,5,87.1
TYR, Tyler Pounds Regional,2016,5,100
SAF, Santa Fe Municipal,2016,5,77.53
TLH, Tallahassee International,2016,5,88.89
FSM, Fort Smith Regional,2016,5,85.39
ROW, Roswell International Air Center,2016,5,75
SPS, Sheppard AFB/Wichita Falls Municipal,2016,5,86.02
MGM, Montgomery Regional,2016,5,86.54
CHA, Lovell Field,2016,5,78.79
JAN, Jackson Medgar Wiley Evers International,2016,5,85.13
DRO, Durango La Plata County,2016,5,80
CAK, Akron-Canton Regional,2016,5,81.73
BDL, Bradley International,2016,5,85.42
FAR, Hector International,2016,5,80.36
OMA, Eppley Airfield,2016,5,88.48
CHS, Charleston AFB/International,2016,5,85.81
EWR, Newark Liberty International,2016,5,77.75
IAH, George Bush Intercontinental/Houston,2016,5,87.44
CID, The Eastern Iowa,2016,5,89.8
CLE, Cleveland-Hopkins International,2016,5,86.42
DCA, Ronald Reagan Washington National,2016,5,87.21
BNA, Nashville International,2016,5,80.88
AUS, Austin - Bergstrom International,2016,5,75
CVG, Cincinnati/Northern Kentucky International,2016,5,84.54
SDF, Louisville International-Standiford Field,2016,5,79.52
CLT, Charlotte Douglas International,2016,5,74.42
CWA, Central Wisconsin,2016,5,86
STL, Lambert-St. Louis International,2016,5,86.21
EVV, Evansville Regional,2016,5,85.53
GRR, Gerald R. Ford International,2016,5,87.16
HRL, Valley International,2016,5,91.23
CAE, Columbia Metropolitan,2016,5,83.93
LCH, Lake Charles Regional,2016,5,90.38
LEX, Blue Grass,2016,5,85.39
AEX, Alexandria International,2016,5,83.83
AVP, Wilkes Barre Scranton International,2016,5,88.32
MHT, Manchester-Boston Regional,2016,5,86.98
ATL, Hartsfield-Jackson Atlanta International,2016,5,85.43
BUF, Buffalo Niagara International,2016,5,86.99
MCI, Kansas City International,2016,5,93.1
DAY, James M Cox/Dayton International,2016,5,89.19
SYR, Syracuse Hancock International,2016,5,81.25
DSM, Des Moines International,2016,5,82.86
MKE, General Mitchell International,2016,5,90.96
CRP, Corpus Christi International,2016,5,87.14
MYR, Myrtle Beach International,2016,5,88.31
ERI, Erie International/Tom Ridge Field,2016,5,87.72
LIT, Bill and Hillary Clinton Nat Adams Field,2016,5,82.63
CMH, Port Columbus International,2016,5,92.03
MFE, McAllen Miller International,2016,5,94.23
OKC, Will Rogers World,2016,5,86.88
ATW, Appleton International,2016,5,84.54
ICT, Wichita Dwight D Eisenhower National,2016,5,90.48
CRW, Yeager,2016,5,85.49
MLI, Quad City International,2016,5,82.8
MLU, Monroe Regional,2016,5,82.14
ORF, Norfolk International,2016,5,86.09
PIA, General Downing - Peoria International,2016,5,84.66
PVD, Theodore Francis Green State,2016,5,77.17
RDU, Raleigh-Durham International,2016,5,84.48
XNA, Northwest Arkansas Regional,2016,5,79.37
SAV, Savannah/Hilton Head International,2016,5,83.33
IND, Indianapolis International,2016,5,82.18
DTW, Detroit Metro Wayne County,2016,5,90.45
ABE, Lehigh Valley International,2016,5,86.29
RIC, Richmond International,2016,5,80.98
BWI, Baltimore/Washington International Thurgood Marshall,2016,5,90
BOS, Logan International,2016,5,84.83
MSN, Dane County Regional-Truax Field,2016,5,90.32
SBN, South Bend International,2016,5,77.05
HSV, Huntsville International-Carl T Jones Field,2016,5,90.91
LAN, Capital Region International,2016,5,86.52
GSO, Piedmont Triad International,2016,5,83.86
HPN, Westchester County,2016,5,81.51
JAX, Jacksonville International,2016,5,86.78
ROA, Roanoke Blacksburg Regional Woodrum Field,2016,5,86.9
ABQ, Albuquerque International Sunport,2016,5,87.5
MDT, Harrisburg International,2016,5,88.76
COS, City of Colorado Springs Municipal,2016,5,100
PIT, Pittsburgh International,2016,5,91.4
SGF, Springfield-Branson National,2016,5,86.23
BTV, Burlington International,2016,5,87.39
ELP, El Paso International,2016,5,81.67
FNT, Bishop International,2016,5,92
FSD, Joe Foss Field,2016,5,90.08
GRB, Green Bay Austin Straubel International,2016,5,86.02
LNK, Lincoln Airport,2016,5,85.83
HOB, Lea County Regional,2016,5,78.57
TVC, Cherry Capital,2016,5,87.5
MEM, Memphis International,2016,5,89.68
ALB, Albany International,2016,5,90.38
PHL, Philadelphia International,2016,5,75
ECP, Northwest Florida Beaches International,2016,5,87.04
MSP, Minneapolis-St Paul International,2016,5,87.5
PWM, Portland International Jetport,2016,5,83.77
ROC, Greater Rochester International,2016,5,87.13
LGA, LaGuardia,2016,5,74.07
MSY, Louis Armstrong New Orleans International,2016,5,100
SAT, San Antonio International,2016,5,100
MOB, Mobile Regional,2016,5,86.39
SLC, Salt Lake City International,2016,5,0
AMA, Rick Husband Amarillo International,2016,5,85.71
AZO, Kalamazoo/Battle Creek International,2016,5,92.59
TUS, Tucson International,2016,5,100
FAY, Fayetteville Regional/Grannis Field,2016,5,89.01
VLD, Valdosta Regional,2016,5,81.4
CHO, Charlottesville Albemarle,2016,5,74.39
TRI, Tri-Cities Regional TN/VA,2016,5,88.28
GNV, Gainesville Regional,2016,5,81.76
MDW, Chicago Midway International,2016,5,81.48
BMI, Central Illinois Regional,2016,5,74.55
DHN, Dothan Regional,2016,5,87.29
ABY, Southwest Georgia Regional,2016,5,76.74
AGS, Augusta Regional at Bush Field,2016,5,87.86
ILM, Wilmington International,2016,5,92.05
CSG, Columbus Airport,2016,5,86.32
EYW, Key West International,2016,5,77.27
RST, Rochester International,2016,5,77.42
BGR, Bangor International,2016,5,86.11
AVL, Asheville Regional,2016,5,87.38
EWN, Coastal Carolina Regional,2016,5,78.33
GTR, Golden Triangle Regional,2016,5,83.15
MIA, Miami International,2016,5,66.67
OAJ, Albert J Ellis,2016,5,88.03
MLB, Melbourne International,2016,5,72
MCO, Orlando International,2016,5,100
PHF, Newport News/Williamsburg International,2016,5,83.87
ELM, Elmira/Corning Regional,2016,5,91.33
BQK, Brunswick Golden Isles,2016,5,86.05
MKE, General Mitchell International,2016,5,78.7
MCO, Orlando International,2016,5,80.56
DEN, Denver International,2016,5,78.97
CVG, Cincinnati/Northern Kentucky International,2016,5,84.04
TTN, Trenton Mercer,2016,5,83.33
ORD, Chicago O'Hare International,2016,5,81.15
IAD, Washington Dulles International,2016,5,100
PHL, Philadelphia International,2016,5,74.17
RDU, Raleigh-Durham International,2016,5,89.52
LAS, McCarran International,2016,5,80.22
STL, Lambert-St. Louis International,2016,5,77.36
MCI, Kansas City International,2016,5,81.58
CLE, Cleveland-Hopkins International,2016,5,84.52
SFO, San Francisco International,2016,5,75.12
BIS, Bismarck Municipal,2016,5,92.31
SAN, San Diego International,2016,5,81.82
BZN, Bozeman Yellowstone International,2016,5,50
SEA, Seattle/Tacoma International,2016,5,81.72
ATL, Hartsfield-Jackson Atlanta International,2016,5,88.19
MIA, Miami International,2016,5,81.76
BNA, Nashville International,2016,5,81.61
PDX, Portland International,2016,5,81.15
GSO, Piedmont Triad International,2016,5,92.31
IAH, George Bush Intercontinental/Houston,2016,5,84.42
DCA, Ronald Reagan Washington National,2016,5,81.72
DSM, Des Moines International,2016,5,44
MSY, Louis Armstrong New Orleans International,2016,5,86.27
IND, Indianapolis International,2016,5,82.89
MEM, Memphis International,2016,5,90
AUS, Austin - Bergstrom International,2016,5,80.81
PHX, Phoenix Sky Harbor International,2016,5,78.98
DFW, Dallas/Fort Worth International,2016,5,87.1
LGA, LaGuardia,2016,5,68.09
COS, City of Colorado Springs Municipal,2016,5,87.1
TPA, Tampa International,2016,5,85.42
RSW, Southwest Florida International,2016,5,85.71
LAX, Los Angeles International,2016,5,76.13
MSP, Minneapolis-St Paul International,2016,5,84.69
IAD, Washington Dulles International,2016,5,75.38
SLC, Salt Lake City International,2016,5,81.06
CLT, Charlotte Douglas International,2016,5,79.17
DTW, Detroit Metro Wayne County,2016,5,78.95
SNA, John Wayne Airport-Orange County,2016,5,80.65
UST, Northeast Florida Regional,2016,5,83.33
MSN, Dane County Regional-Truax Field,2016,5,76.47
FSD, Joe Foss Field,2016,5,100
OMA, Eppley Airfield,2016,5,66.67
TYS, McGhee Tyson,2016,5,87.5
MSO, Missoula International,2016,5,87.5
FLL, Fort Lauderdale-Hollywood International,2016,5,100
CID, The Eastern Iowa,2016,5,78.57
SAT, San Antonio International,2016,5,75.51
LAX, Los Angeles International,2016,5,92.86
OGG, Kahului Airport,2016,5,94.03
SJC, Norman Y. Mineta San Jose International,2016,5,91.94
HNL, Honolulu International,2016,5,91.92
KOA, Kona International Airport at Keahole,2016,5,95.27
ITO, Hilo International,2016,5,91.3
LIH, Lihue Airport,2016,5,92.92
LAS, McCarran International,2016,5,94.67
SFO, San Francisco International,2016,5,83.87
SAN, San Diego International,2016,5,87.1
SMF, Sacramento International,2016,5,93.55
SEA, Seattle/Tacoma International,2016,5,87.1
OAK, Metropolitan Oakland International,2016,5,92.42
PDX, Portland International,2016,5,77.42
PHX, Phoenix Sky Harbor International,2016,5,90.32
LGA, LaGuardia,2016,5,75.07
IAH, George Bush Intercontinental/Houston,2016,5,74.62
FLL, Fort Lauderdale-Hollywood International,2016,5,80.07
DFW, Dallas/Fort Worth International,2016,5,72.82
SEA, Seattle/Tacoma International,2016,5,80.65
PPG, Pago Pago International,2016,5,80
PHL, Philadelphia International,2016,5,70.97
DTW, Detroit Metro Wayne County,2016,5,78.61
BOS, Logan International,2016,5,75.43
BWI, Baltimore/Washington International Thurgood Marshall,2016,5,81.65
MYR, Myrtle Beach International,2016,5,78.86
MSP, Minneapolis-St Paul International,2016,5,76.43
MCO, Orlando International,2016,5,82.22
CLE, Cleveland-Hopkins International,2016,5,81.45
LAS, McCarran International,2016,5,79.71
SAN, San Diego International,2016,5,84.41
LAX, Los Angeles International,2016,5,73.82
CRW, Yeager,2016,5,87.5
IAG, Niagara Falls International,2016,5,92.31
PDX, Portland International,2016,5,79.03
ORD, Chicago O'Hare International,2016,5,76.59
DEN, Denver International,2016,5,78.8
PHX, Phoenix Sky Harbor International,2016,5,73.39
ATL, Hartsfield-Jackson Atlanta International,2016,5,78.55
ACY, Atlantic City International,2016,5,78.59
OAK, Metropolitan Oakland International,2016,5,79.26
LBE, Arnold Palmer Regional,2016,5,80
MCI, Kansas City International,2016,5,80.65
TPA, Tampa International,2016,5,74.86
MSY, Louis Armstrong New Orleans International,2016,5,80.65
BQN, Rafael Hernandez,2016,5,86.36
RSW, Southwest Florida International,2016,5,74.58
SJU, Luis Munoz Marin International,2016,5,85.48
PBG, Plattsburgh International,2016,5,88.89
STT, Cyril E King,2016,5,96.77
FLG, Flagstaff Pulliam,2016,5,93.71
PHX, Phoenix Sky Harbor International,2016,5,92.54
YUM, Yuma MCAS/Yuma International,2016,5,97.7
PSP, Palm Springs International,2016,5,86.95
TUS, Tucson International,2016,5,86.85
FAR, Hector International,2016,5,85.9
FAT, Fresno Yosemite International,2016,5,86.12
ORD, Chicago O'Hare International,2016,5,82.91
SBA, Santa Barbara Municipal,2016,5,83.46
FWA, Fort Wayne International,2016,5,91.08
SLC, Salt Lake City International,2016,5,92.03
DRO, Durango La Plata County,2016,5,94.19
BFL, Meadows Field,2016,5,83.4
ROW, Roswell International Air Center,2016,5,100
SBP, San Luis County Regional,2016,5,84.04
SJT, San Angelo Regional/Mathis Field,2016,5,78.26
MEI, Key Field,2016,5,85.71
PIB, Hattiesburg-Laurel Regional,2016,5,84.91
MSY, Louis Armstrong New Orleans International,2016,5,92.86
PIT, Pittsburgh International,2016,5,86.67
ALB, Albany International,2016,5,83.33
PDX, Portland International,2016,5,91.6
MCI, Kansas City International,2016,5,82.59
CHO, Charlottesville Albemarle,2016,5,78.49
ICT, Wichita Dwight D Eisenhower National,2016,5,75
MKE, General Mitchell International,2016,5,85.14
MRY, Monterey Regional,2016,5,90.09
GJT, Grand Junction Regional,2016,5,92.33
ABQ, Albuquerque International Sunport,2016,5,84.68
BOI, Boise Air Terminal,2016,5,86
SEA, Seattle/Tacoma International,2016,5,90.01
AUS, Austin - Bergstrom International,2016,5,88.24
OMA, Eppley Airfield,2016,5,85.92
SAN, San Diego International,2016,5,84.3
BFF, Western Neb. Regional/William B. Heilig Field,2016,5,0
COS, City of Colorado Springs Municipal,2016,5,79.63
JAC, Jackson Hole,2016,5,89.06
ONT, Ontario International,2016,5,80.34
GEG, Spokane International,2016,5,92.15
BZN, Bozeman Yellowstone International,2016,5,87.01
PSC, Tri Cities,2016,5,89.7
BIL, Billings Logan International,2016,5,90.63
OKC, Will Rogers World,2016,5,85.33
IAH, George Bush Intercontinental/Houston,2016,5,80.25
DEN, Denver International,2016,5,85.89
DTW, Detroit Metro Wayne County,2016,5,90.86
MSP, Minneapolis-St Paul International,2016,5,91.93
CLT, Charlotte Douglas International,2016,5,72.88
CVG, Cincinnati/Northern Kentucky International,2016,5,85.44
LAN, Capital Region International,2016,5,89.66
BMI, Central Illinois Regional,2016,5,98.31
SAT, San Antonio International,2016,5,83.06
MSN, Dane County Regional-Truax Field,2016,5,88.07
GRR, Gerald R. Ford International,2016,5,88.79
LNK, Lincoln Airport,2016,5,91.43
FCA, Glacier Park International,2016,5,89.5
ATL, Hartsfield-Jackson Atlanta International,2016,5,86.64
